acclr(x),acclr(y),acclr(z),gyro(x),gyro(y),gyro(z)
0.24,-0.04,11.08,-0.04,0.03,-0.04
0.39,-0.03,10.28,-0.03,0.06,-0.04
0.46,-0.07,9.45,-0.03,0.07,-0.04
0.64,-0.07,8.39,-0.04,0.06,-0.04
0.69,-0.05,7.69,-0.04,0.04,-0.04
0.71,-0.1,7.49,-0.05,-0.01,-0.04
0.65,-0.15,7.79,-0.05,-0.03,-0.04
0.57,-0.11,8.48,-0.07,-0.06,-0.04
0.48,-0.11,9.16,-0.07,-0.07,-0.04
0.34,-0.06,10.05,-0.07,-0.07,-0.04
0.31,-0.05,10.73,-0.06,-0.06,-0.04
0.23,-0.1,11.4,-0.05,-0.03,-0.04
0.19,-0.06,11.43,-0.05,0,-0.04
0.25,-0.03,10.94,-0.04,0.04,-0.04
0.38,-0.03,10.22,-0.03,0.06,-0.04
0.53,-0.07,9.22,-0.03,0.07,-0.04
0.62,-0.04,8.36,-0.04,0.06,-0.04
0.71,-0.05,7.57,-0.04,0.03,-0.04
0.73,-0.1,7.48,-0.05,-0.01,-0.04
0.66,-0.13,7.92,-0.06,-0.04,-0.04
0.54,-0.11,8.51,-0.07,-0.06,-0.04
0.48,-0.11,9.33,-0.07,-0.07,-0.04
0.37,-0.07,10.03,-0.07,-0.07,-0.04
0.29,-0.06,10.95,-0.06,-0.05,-0.04
0.23,-0.09,11.4,-0.05,-0.03,-0.04
0.22,-0.06,11.39,-0.05,0,-0.04
0.27,-0.03,10.86,-0.04,0.04,-0.04
0.38,-0.04,10.09,-0.03,0.07,-0.04
0.53,-0.05,9.09,-0.03,0.07,-0.04
0.61,-0.07,8.22,-0.04,0.06,-0.04
0.72,-0.06,7.53,-0.04,0.03,-0.04
0.69,-0.09,7.48,-0.05,-0.01,-0.04
0.62,-0.14,8,-0.06,-0.04,-0.04
0.53,-0.13,8.57,-0.07,-0.06,-0.04
0.46,-0.11,9.42,-0.07,-0.07,-0.04
0.39,-0.07,10.1,-0.07,-0.07,-0.04
0.3,-0.06,10.95,-0.06,-0.05,-0.04
0.21,-0.06,11.43,-0.05,-0.03,-0.04
0.24,-0.07,11.35,-0.05,0.01,-0.04
0.29,-0.03,10.8,-0.04,0.05,-0.04
0.41,-0.02,9.92,-0.03,0.07,-0.04
0.55,-0.06,9.03,-0.03,0.07,-0.04
0.68,-0.04,8.01,-0.04,0.05,-0.04
0.72,-0.04,7.49,-0.04,0.02,-0.04
0.71,-0.1,7.57,-0.05,-0.02,-0.04
0.64,-0.13,8.04,-0.06,-0.05,-0.04
0.55,-0.12,8.78,-0.07,-0.06,-0.04
0.46,-0.12,9.47,-0.07,-0.07,-0.04
0.35,-0.07,10.37,-0.07,-0.07,-0.04
0.26,-0.05,11.04,-0.06,-0.05,-0.04
0.21,-0.06,11.48,-0.05,-0.02,-0.04
0.23,-0.05,11.32,-0.05,0.02,-0.04
0.31,-0.02,10.63,-0.04,0.05,-0.04
0.43,-0.04,9.89,-0.03,0.07,-0.04
0.56,-0.09,8.82,-0.03,0.07,-0.04
0.65,-0.05,7.97,-0.04,0.05,-0.04
0.73,-0.08,7.47,-0.04,0.01,-0.04
0.69,-0.12,7.58,-0.05,-0.02,-0.04
0.61,-0.12,8.17,-0.06,-0.05,-0.04
0.51,-0.11,8.77,-0.07,-0.07,-0.04
0.45,-0.11,9.63,-0.07,-0.07,-0.04
0.34,-0.07,10.31,-0.07,-0.07,-0.04
0.24,-0.07,11.15,-0.06,-0.05,-0.04
0.21,-0.06,11.5,-0.05,-0.02,-0.04
0.24,-0.05,11.23,-0.04,0.02,-0.04
0.29,-0.04,10.58,-0.04,0.05,-0.04
0.46,-0.05,9.7,-0.03,0.07,-0.04
0.57,-0.07,8.72,-0.04,0.07,-0.04
0.68,-0.06,7.83,-0.04,0.04,-0.04
0.74,-0.07,7.48,-0.04,0.01,-0.04
0.69,-0.12,7.68,-0.05,-0.03,-0.04
0.58,-0.16,8.2,-0.06,-0.05,-0.04
0.48,-0.11,8.99,-0.07,-0.07,-0.04
0.41,-0.08,9.68,-0.07,-0.07,-0.04
0.33,-0.05,10.59,-0.06,-0.06,-0.04
0.23,-0.05,11.22,-0.05,-0.04,-0.04
0.2,-0.07,11.49,-0.05,-0.01,-0.04
0.24,-0.05,11.15,-0.04,0.03,-0.04
0.34,-0.03,10.35,-0.04,0.06,-0.04
0.45,-0.06,9.54,-0.03,0.07,-0.04
0.6,-0.05,8.51,-0.04,0.06,-0.04
0.69,-0.05,7.76,-0.04,0.04,-0.04
0.7,-0.09,7.47,-0.04,0,-0.04
0.68,-0.13,7.75,-0.05,-0.03,-0.04
0.57,-0.15,8.41,-0.06,-0.06,-0.04
0.5,-0.11,9.06,-0.07,-0.07,-0.04
0.4,-0.06,9.96,-0.07,-0.07,-0.04
0.3,-0.05,10.62,-0.06,-0.06,-0.04
0.23,-0.09,11.36,-0.05,-0.04,-0.04
0.2,-0.06,11.44,-0.05,0,-0.04
0.26,-0.05,11.02,-0.04,0.03,-0.04
0.36,-0.03,10.32,-0.04,0.06,-0.04
0.52,-0.06,9.33,-0.03,0.07,-0.04
0.58,-0.05,8.42,-0.04,0.06,-0.04
0.7,-0.07,7.62,-0.04,0.03,-0.04
0.73,-0.07,7.44,-0.04,0,-0.04
0.65,-0.14,7.85,-0.05,-0.04,-0.04
0.58,-0.12,8.41,-0.06,-0.06,-0.04
0.51,-0.12,9.21,-0.07,-0.07,-0.04
0.39,-0.06,9.95,-0.07,-0.07,-0.04
0.28,-0.08,10.82,-0.06,-0.06,-0.04
0.22,-0.08,11.35,-0.05,-0.03,-0.04
0.22,-0.1,11.44,-0.05,0,-0.04
0.26,-0.03,10.97,-0.04,0.04,-0.04
0.37,-0.02,10.24,-0.03,0.06,-0.04
0.47,-0.06,9.27,-0.03,0.07,-0.04
0.6,-0.03,8.4,-0.04,0.06,-0.04
0.73,-0.07,7.59,-0.04,0.03,-0.04
0.73,-0.1,7.46,-0.04,0,-0.04
0.64,-0.11,7.86,-0.06,-0.04,-0.04
0.57,-0.12,8.45,-0.06,-0.06,-0.04
0.5,-0.12,9.24,-0.07,-0.07,-0.04
0.34,-0.04,10.01,-0.07,-0.07,-0.04
0.32,-0.08,10.88,-0.06,-0.06,-0.04
0.24,-0.07,11.36,-0.05,-0.03,-0.04
0.21,-0.06,11.42,-0.05,0.01,-0.04
0.27,-0.02,10.92,-0.04,0.04,-0.04
0.4,-0.06,10.04,-0.03,0.07,-0.04
0.5,-0.06,9.2,-0.03,0.07,-0.04
0.62,-0.06,8.2,-0.04,0.06,-0.04
0.71,-0.04,7.57,-0.04,0.03,-0.04
0.71,-0.1,7.51,-0.05,-0.01,-0.04
0.65,-0.12,7.92,-0.06,-0.04,-0.04
0.53,-0.12,8.63,-0.07,-0.06,-0.04
0.5,-0.11,9.31,-0.07,-0.07,-0.04
0.39,-0.06,10.17,-0.07,-0.07,-0.04
0.33,-0.09,10.89,-0.06,-0.06,-0.04
0.19,-0.08,11.42,-0.05,-0.03,-0.04
0.22,-0.06,11.39,-0.05,0.01,-0.04
0.28,-0.03,10.77,-0.04,0.05,-0.04
0.39,-0.05,10.03,-0.03,0.07,-0.04
0.58,-0.09,9.01,-0.03,0.07,-0.04
0.64,-0.06,8.15,-0.04,0.06,-0.04
0.71,-0.09,7.46,-0.04,0.02,-0.04
0.69,-0.12,7.51,-0.05,-0.01,-0.04
0.61,-0.14,7.98,-0.06,-0.04,-0.04
0.54,-0.13,8.65,-0.07,-0.06,-0.04
0.46,-0.1,9.49,-0.07,-0.07,-0.04
0.36,-0.06,10.22,-0.07,-0.07,-0.04
0.25,-0.06,11.05,-0.06,-0.05,-0.04
0.23,-0.09,11.45,-0.05,-0.02,-0.04
0.22,-0.04,11.3,-0.05,0.02,-0.04
0.29,-0.02,10.73,-0.04,0.05,-0.04
0.41,-0.03,9.84,-0.03,0.07,-0.04
0.57,-0.08,8.98,-0.03,0.07,-0.04
0.67,-0.06,7.98,-0.04,0.05,-0.04
0.73,-0.06,7.5,-0.04,0.02,-0.04
0.7,-0.13,7.59,-0.05,-0.02,-0.04
0.61,-0.13,8.02,-0.06,-0.05,-0.04
0.53,-0.11,8.75,-0.07,-0.07,-0.04
0.43,-0.09,9.54,-0.07,-0.07,-0.04
0.34,-0.06,10.38,-0.06,-0.07,-0.04
0.27,-0.09,11.06,-0.06,-0.05,-0.04
0.23,-0.1,11.43,-0.05,-0.02,-0.04
0.24,-0.06,11.29,-0.05,0.02,-0.04
0.3,-0.04,10.56,-0.04,0.05,-0.04
0.43,-0.04,9.83,-0.03,0.07,-0.04
0.52,-0.04,8.98,-0.03,0.07,-0.04
0.68,-0.05,7.94,-0.04,0.05,-0.04
0.71,-0.06,7.46,-0.04,0.01,-0.04
0.68,-0.1,7.6,-0.05,-0.02,-0.04
0.61,-0.14,8.15,-0.06,-0.05,-0.04
0.55,-0.11,8.82,-0.07,-0.07,-0.04
0.43,-0.09,9.66,-0.07,-0.07,-0.04
0.32,-0.05,10.35,-0.06,-0.07,-0.04
0.28,-0.08,11.08,-0.06,-0.05,-0.04
0.22,-0.08,11.51,-0.05,-0.02,-0.04
0.2,-0.05,11.26,-0.05,0.02,-0.04
0.31,-0.03,10.53,-0.04,0.05,-0.04
0.43,-0.07,9.79,-0.03,0.07,-0.04
0.57,-0.08,8.69,-0.04,0.07,-0.04
0.68,-0.06,7.96,-0.04,0.05,-0.04
0.73,-0.08,7.47,-0.04,0.01,-0.04
0.68,-0.11,7.66,-0.05,-0.02,-0.04
0.6,-0.12,8.21,-0.06,-0.05,-0.04
0.51,-0.11,8.89,-0.07,-0.07,-0.04
0.42,-0.09,9.77,-0.07,-0.07,-0.04
0.38,-0.09,10.49,-0.06,-0.06,-0.04
0.21,-0.08,11.25,-0.05,-0.04,-0.04
0.2,-0.08,11.49,-0.05,-0.01,-0.04
0.27,-0.06,11.1,-0.04,0.03,-0.04
0.32,-0.03,10.47,-0.04,0.06,-0.04
0.48,-0.07,9.55,-0.03,0.07,-0.04
0.6,-0.05,8.64,-0.04,0.07,-0.04
0.7,-0.04,7.75,-0.04,0.04,-0.04
0.71,-0.09,7.47,-0.04,0.01,-0.04
0.65,-0.12,7.73,-0.05,-0.03,-0.04
0.59,-0.15,8.26,-0.06,-0.05,-0.04
0.5,-0.12,9.11,-0.07,-0.07,-0.04
0.4,-0.11,9.78,-0.07,-0.07,-0.04
0.34,-0.07,10.67,-0.06,-0.06,-0.04
0.23,-0.06,11.22,-0.05,-0.04,-0.04
0.21,-0.09,11.42,-0.05,0,-0.04
0.23,-0.04,11.09,-0.04,0.03,-0.04
0.38,-0.05,10.26,-0.04,0.06,-0.04
0.46,-0.07,9.45,-0.03,0.07,-0.04
0.62,-0.06,8.39,-0.04,0.06,-0.04
0.7,-0.06,7.65,-0.04,0.04,-0.04
0.71,-0.11,7.47,-0.04,0,-0.04
0.65,-0.14,7.77,-0.05,-0.03,-0.04
0.57,-0.13,8.44,-0.06,-0.06,-0.04
0.47,-0.1,9.14,-0.07,-0.07,-0.04
0.35,-0.06,10.01,-0.07,-0.07,-0.04
0.37,-0.09,10.73,-0.06,-0.06,-0.04
0.21,-0.09,11.36,-0.05,-0.03,-0.04
0.19,-0.04,11.43,-0.05,0,-0.04
0.28,-0.01,10.9,-0.04,0.04,-0.04
0.38,-0.03,10.23,-0.03,0.06,-0.04
0.49,-0.05,9.21,-0.03,0.07,-0.04
0.63,-0.05,8.35,-0.04,0.06,-0.04
0.72,-0.07,7.54,-0.04,0.03,-0.04
0.72,-0.1,7.47,-0.05,0,-0.04
0.64,-0.15,7.92,-0.06,-0.04,-0.04
0.58,-0.13,8.44,-0.06,-0.06,-0.04
0.48,-0.11,9.3,-0.07,-0.07,-0.04
0.4,-0.07,10.03,-0.07,-0.07,-0.04
0.33,-0.11,10.87,-0.06,-0.06,-0.04
0.21,-0.08,11.37,-0.05,-0.03,-0.04
0.21,-0.08,11.45,-0.05,0,-0.04
0.26,-0.05,10.92,-0.04,0.04,-0.04
0.4,-0.04,10.24,-0.04,0.06,-0.04
0.48,-0.07,9.21,-0.03,0.07,-0.04
0.61,-0.05,8.38,-0.04,0.06,-0.04
0.73,-0.04,7.58,-0.04,0.03,-0.04
0.7,-0.11,7.46,-0.04,0,-0.04
0.66,-0.16,7.88,-0.06,-0.04,-0.04
0.54,-0.14,8.6,-0.07,-0.06,-0.04
0.48,-0.1,9.3,-0.07,-0.07,-0.04
0.38,-0.06,10.14,-0.07,-0.07,-0.04
0.31,-0.09,10.9,-0.06,-0.06,-0.04
0.21,-0.1,11.4,-0.05,-0.03,-0.04
0.23,-0.07,11.39,-0.05,0.01,-0.04
0.28,-0.03,10.88,-0.04,0.04,-0.04
0.38,-0.08,10.04,-0.03,0.07,-0.04
0.56,-0.08,9.18,-0.03,0.07,-0.04
0.62,-0.03,8.17,-0.04,0.05,-0.04
0.73,-0.06,7.58,-0.04,0.03,-0.04
0.71,-0.1,7.52,-0.05,-0.01,-0.04
0.66,-0.12,7.9,-0.06,-0.04,-0.04
0.56,-0.13,8.63,-0.07,-0.06,-0.04
0.51,-0.12,9.33,-0.07,-0.07,-0.04
0.36,-0.09,10.25,-0.07,-0.07,-0.04
0.27,-0.08,10.95,-0.06,-0.05,-0.04
0.21,-0.06,11.45,-0.05,-0.02,-0.04
0.22,-0.05,11.4,-0.05,0.01,-0.04
0.31,-0.06,10.75,-0.04,0.05,-0.04
0.4,-0.05,10,-0.03,0.07,-0.04
0.54,-0.07,8.94,-0.03,0.07,-0.04
0.64,-0.07,8.09,-0.04,0.05,-0.04
0.73,-0.07,7.47,-0.04,0.02,-0.04
0.69,-0.1,7.54,-0.05,-0.01,-0.04
0.61,-0.12,8.06,-0.06,-0.05,-0.04
0.53,-0.11,8.73,-0.07,-0.07,-0.04
0.48,-0.09,9.5,-0.07,-0.07,-0.04
0.37,-0.08,10.24,-0.07,-0.07,-0.04
0.27,-0.1,11.1,-0.06,-0.05,-0.04
0.19,-0.09,11.42,-0.05,-0.02,-0.04
0.24,-0.05,11.3,-0.05,0.02,-0.04
0.32,-0.03,10.73,-0.04,0.05,-0.04
0.44,-0.06,9.86,-0.03,0.07,-0.04
0.55,-0.06,8.94,-0.03,0.07,-0.04
0.68,-0.07,7.93,-0.04,0.05,-0.04
0.74,-0.06,7.48,-0.04,0.02,-0.04
0.68,-0.11,7.6,-0.05,-0.02,-0.04
0.63,-0.14,8.06,-0.06,-0.05,-0.04
0.53,-0.13,8.87,-0.07,-0.07,-0.04
0.43,-0.08,9.55,-0.07,-0.07,-0.04
0.34,-0.07,10.47,-0.06,-0.07,-0.04
0.26,-0.08,11.12,-0.06,-0.05,-0.04
0.22,-0.1,11.52,-0.05,-0.01,-0.04
0.22,-0.05,11.24,-0.05,0.02,-0.04
0.35,-0.03,10.5,-0.04,0.06,-0.04
0.43,-0.06,9.72,-0.03,0.07,-0.04
0.59,-0.07,8.66,-0.04,0.07,-0.04
0.66,-0.06,7.88,-0.04,0.05,-0.04
0.72,-0.07,7.47,-0.04,0.01,-0.04
0.69,-0.11,7.64,-0.05,-0.03,-0.04
0.59,-0.15,8.27,-0.06,-0.06,-0.04
0.48,-0.1,8.92,-0.07,-0.07,-0.04
0.42,-0.1,9.75,-0.07,-0.07,-0.04
0.35,-0.08,10.52,-0.06,-0.06,-0.04
0.23,-0.05,11.26,-0.05,-0.04,-0.04
0.2,-0.08,11.51,-0.05,-0.01,-0.04
0.27,-0.04,11.08,-0.04,0.03,-0.04
0.34,-0.03,10.46,-0.04,0.06,-0.04
0.44,-0.05,9.71,-0.03,0.07,-0.04
0.61,-0.06,8.66,-0.04,0.06,-0.04
0.7,-0.05,7.7,-0.04,0.04,-0.04
0.72,-0.09,7.45,-0.04,0.01,-0.04
0.65,-0.12,7.75,-0.05,-0.03,-0.04
0.6,-0.14,8.27,-0.06,-0.06,-0.04
0.49,-0.12,9.16,-0.07,-0.07,-0.04
0.38,-0.07,9.85,-0.07,-0.07,-0.04
0.29,-0.04,10.68,-0.06,-0.06,-0.04
0.22,-0.07,11.28,-0.05,-0.04,-0.04
0.2,-0.09,11.43,-0.05,0,-0.04
0.27,-0.05,11.07,-0.04,0.03,-0.04
0.36,-0.05,10.35,-0.04,0.06,-0.04
0.51,-0.07,9.43,-0.03,0.07,-0.04
0.6,-0.06,8.56,-0.04,0.06,-0.04
0.71,-0.06,7.68,-0.04,0.04,-0.04
0.73,-0.08,7.45,-0.04,0,-0.04
0.66,-0.14,7.73,-0.05,-0.03,-0.04
0.58,-0.12,8.42,-0.06,-0.06,-0.04
0.46,-0.1,9.17,-0.07,-0.07,-0.04
0.39,-0.08,10.02,-0.07,-0.07,-0.04
0.36,-0.09,10.72,-0.06,-0.06,-0.04
0.23,-0.1,11.31,-0.05,-0.04,-0.04
0.2,-0.07,11.43,-0.05,0,-0.04
0.26,-0.05,11.04,-0.04,0.03,-0.04
0.37,-0.03,10.23,-0.03,0.06,-0.04
0.47,-0.07,9.42,-0.03,0.07,-0.04
0.64,-0.07,8.35,-0.04,0.06,-0.04
0.7,-0.06,7.62,-0.04,0.04,-0.04
0.7,-0.08,7.43,-0.05,0,-0.04
0.66,-0.12,7.79,-0.05,-0.03,-0.04
0.56,-0.13,8.5,-0.06,-0.06,-0.04
0.51,-0.13,9.21,-0.07,-0.07,-0.04
0.36,-0.05,10.07,-0.07,-0.07,-0.04
0.32,-0.08,10.78,-0.06,-0.06,-0.04
0.25,-0.11,11.41,-0.05,-0.03,-0.04
0.22,-0.06,11.4,-0.05,0,-0.04
0.29,-0.02,10.81,-0.04,0.04,-0.04
0.39,-0.05,10.11,-0.03,0.07,-0.04
0.51,-0.06,9.1,-0.03,0.07,-0.04
0.63,-0.07,8.22,-0.04,0.06,-0.04
0.72,-0.06,7.54,-0.04,0.02,-0.04
0.7,-0.11,7.54,-0.05,-0.01,-0.04
0.63,-0.13,7.99,-0.06,-0.04,-0.04
0.52,-0.14,8.58,-0.07,-0.06,-0.04
0.47,-0.1,9.41,-0.07,-0.07,-0.04
0.35,-0.09,10.15,-0.07,-0.07,-0.04
0.28,-0.07,11.02,-0.06,-0.05,-0.04
0.21,-0.07,11.48,-0.05,-0.03,-0.04
0.25,-0.07,11.29,-0.05,0.02,-0.04
0.28,-0.02,10.81,-0.04,0.05,-0.04
0.4,-0.03,9.88,-0.03,0.07,-0.04
0.53,-0.05,8.98,-0.03,0.07,-0.04
0.68,-0.05,7.98,-0.04,0.05,-0.04
0.72,-0.09,7.47,-0.04,0.02,-0.04
0.67,-0.13,7.61,-0.05,-0.02,-0.04
0.64,-0.12,8.05,-0.06,-0.05,-0.04
0.51,-0.12,8.82,-0.07,-0.07,-0.04
0.4,-0.09,9.51,-0.07,-0.07,-0.04
0.32,-0.02,10.38,-0.06,-0.07,-0.04
0.25,-0.05,11.07,-0.06,-0.05,-0.04
0.21,-0.06,11.48,-0.05,-0.02,-0.04
0.24,-0.04,11.25,-0.05,0.02,-0.04
0.31,-0.02,10.6,-0.04,0.05,-0.04
0.41,-0.05,9.83,-0.03,0.07,-0.04
0.56,-0.07,8.76,-0.03,0.07,-0.04
0.67,-0.05,7.94,-0.04,0.05,-0.04
0.72,-0.08,7.48,-0.04,0.01,-0.04
0.68,-0.12,7.6,-0.05,-0.02,-0.04
0.59,-0.14,8.21,-0.06,-0.05,-0.04
0.52,-0.13,8.8,-0.07,-0.07,-0.04
0.43,-0.11,9.66,-0.07,-0.07,-0.04
0.34,-0.08,10.37,-0.07,-0.07,-0.04
0.28,-0.08,11.18,-0.06,-0.05,-0.04
0.18,-0.06,11.47,-0.05,-0.02,-0.04
0.23,-0.06,11.31,-0.05,0.02,-0.04
0.32,-0.02,10.57,-0.04,0.05,-0.04
0.43,-0.06,9.86,-0.03,0.07,-0.04
0.57,-0.06,8.77,-0.03,0.07,-0.04
0.66,-0.05,7.95,-0.04,0.05,-0.04
0.74,-0.08,7.44,-0.04,0.01,-0.04
0.68,-0.14,7.64,-0.05,-0.03,-0.04
0.6,-0.14,8.17,-0.06,-0.05,-0.04
0.51,-0.15,8.98,-0.07,-0.07,-0.04
0.4,-0.06,9.7,-0.07,-0.07,-0.04
0.35,-0.08,10.58,-0.06,-0.06,-0.04
0.23,-0.08,11.2,-0.06,-0.04,-0.04
0.31,-0.01,11.54,-0.05,-0.02,-0.04
0.22,-0.01,11.29,-0.04,0.02,-0.04
0.3,-0.04,10.6,-0.04,0.05,-0.04
0.45,-0.03,9.69,-0.03,0.07,-0.04
0.56,-0.06,8.84,-0.03,0.07,-0.04
0.72,-0.06,7.83,-0.04,0.05,-0.04
0.74,-0.08,7.42,-0.04,0.01,-0.04
0.67,-0.15,7.69,-0.05,-0.03,-0.04
0.61,-0.14,8.18,-0.06,-0.05,-0.04
0.49,-0.14,8.95,-0.07,-0.07,-0.04
0.45,-0.08,9.59,-0.07,-0.07,-0.04
0.34,-0.03,10.47,-0.07,-0.07,-0.04
0.28,-0.09,11.19,-0.06,-0.05,-0.04
0.23,-0.07,11.49,-0.05,-0.01,-0.04
0.23,-0.06,11.22,-0.04,0.02,-0.04
0.36,-0.04,10.44,-0.04,0.06,-0.04
0.47,-0.06,9.67,-0.03,0.07,-0.04
0.62,-0.1,8.56,-0.03,0.07,-0.04
0.69,-0.05,7.81,-0.04,0.05,-0.04
0.73,-0.09,7.45,-0.04,0.01,-0.04
0.69,-0.15,7.67,-0.05,-0.03,-0.04
0.57,-0.14,8.3,-0.06,-0.05,-0.04
0.52,-0.11,8.96,-0.07,-0.07,-0.04
0.38,-0.07,9.79,-0.07,-0.07,-0.04
0.4,-0.09,10.51,-0.07,-0.07,-0.04
0.22,-0.06,11.3,-0.06,-0.04,-0.04
0.22,-0.08,11.51,-0.05,-0.01,-0.04
0.22,-0.03,11.11,-0.04,0.03,-0.04
0.35,-0.05,10.43,-0.03,0.06,-0.04
0.46,-0.06,9.46,-0.03,0.07,-0.04
0.62,-0.05,8.59,-0.03,0.07,-0.04
0.72,-0.06,7.64,-0.04,0.04,-0.04
0.74,-0.11,7.44,-0.04,0.01,-0.04
0.65,-0.15,7.77,-0.05,-0.03,-0.04
0.57,-0.13,8.34,-0.06,-0.06,-0.04
0.52,-0.12,9.13,-0.07,-0.07,-0.04
0.42,-0.06,9.87,-0.07,-0.07,-0.04
0.32,-0.09,10.71,-0.06,-0.06,-0.04
0.22,-0.08,11.32,-0.06,-0.04,-0.04
0.2,-0.06,11.46,-0.05,0,-0.04
0.24,-0.05,11.08,-0.04,0.03,-0.04
0.37,-0.07,10.25,-0.03,0.07,-0.04
0.49,-0.08,9.42,-0.03,0.08,-0.04
0.64,-0.06,8.31,-0.03,0.06,-0.04
0.75,-0.07,7.61,-0.04,0.04,-0.04
0.72,-0.19,7.49,-0.04,-0.01,-0.05
0.6,-0.19,7.89,-0.05,-0.03,-0.04
0.55,-0.1,8.57,-0.07,-0.06,-0.04
0.52,-0.1,9.15,-0.07,-0.07,-0.04
0.42,-0.03,9.85,-0.07,-0.07,-0.04
0.34,-0.04,10.65,-0.06,-0.07,-0.04
0.19,-0.1,11.43,-0.05,-0.04,-0.04
0.18,-0.06,11.48,-0.05,0,-0.04
0.25,0.01,10.95,-0.04,0.04,-0.04
0.39,-0.02,10.22,-0.03,0.07,-0.04
0.52,-0.06,9.14,-0.03,0.08,-0.04
0.63,-0.06,8.22,-0.03,0.06,-0.04
0.74,-0.07,7.47,-0.04,0.03,-0.04
0.74,-0.09,7.49,-0.04,-0.01,-0.04
0.64,-0.15,8.04,-0.06,-0.04,-0.04
0.53,-0.16,8.7,-0.07,-0.06,-0.04
0.5,-0.11,9.3,-0.08,-0.07,-0.04
0.41,-0.03,9.95,-0.07,-0.07,-0.04
0.3,-0.08,10.93,-0.06,-0.06,-0.04
0.21,-0.08,11.47,-0.05,-0.04,-0.04
0.21,-0.01,11.47,-0.05,0.01,-0.04
0.27,-0.03,10.89,-0.04,0.05,-0.04
0.39,-0.07,10.14,-0.03,0.07,-0.04
0.51,-0.04,9.1,-0.03,0.08,-0.04
0.64,-0.05,8.24,-0.03,0.06,-0.04
0.75,-0.06,7.47,-0.04,0.02,-0.04
0.69,-0.16,7.61,-0.04,-0.02,-0.04
0.65,-0.16,8.09,-0.06,-0.04,-0.04
0.53,-0.13,8.8,-0.07,-0.06,-0.04
0.48,-0.07,9.32,-0.08,-0.07,-0.04
0.4,-0.01,10.04,-0.07,-0.08,-0.04
0.29,-0.04,10.93,-0.06,-0.06,-0.04
0.18,-0.09,11.58,-0.05,-0.03,-0.04
0.31,-0.02,11.25,-0.05,0.02,-0.04
0.29,-0.02,10.73,-0.04,0.05,-0.04
0.42,-0.07,9.86,-0.03,0.07,-0.04
0.56,-0.06,8.94,-0.03,0.07,-0.04
0.65,-0.05,7.98,-0.04,0.05,-0.04
0.74,-0.06,7.47,-0.04,0.02,-0.04
0.7,-0.13,7.57,-0.05,-0.02,-0.04
0.63,-0.15,8.04,-0.06,-0.05,-0.04
0.54,-0.11,8.87,-0.07,-0.07,-0.04
0.46,-0.11,9.49,-0.07,-0.07,-0.04
0.33,-0.04,10.41,-0.06,-0.07,-0.04
0.28,-0.08,11.06,-0.06,-0.05,-0.04
0.2,-0.07,11.51,-0.05,-0.01,-0.04
0.25,-0.05,11.28,-0.05,0.02,-0.04
0.34,-0.02,10.53,-0.04,0.05,-0.04
0.42,-0.06,9.8,-0.03,0.07,-0.04
0.56,-0.06,8.75,-0.04,0.07,-0.04
0.67,-0.06,7.94,-0.04,0.05,-0.04
0.72,-0.09,7.44,-0.04,0.01,-0.04
0.71,-0.13,7.63,-0.05,-0.02,-0.04
0.58,-0.11,8.23,-0.06,-0.05,-0.04
0.52,-0.12,8.85,-0.07,-0.07,-0.04
0.43,-0.07,9.69,-0.07,-0.07,-0.04
0.35,-0.08,10.47,-0.06,-0.07,-0.04
0.25,-0.09,11.24,-0.06,-0.04,-0.04
0.2,-0.08,11.5,-0.05,-0.01,-0.04
0.27,-0.02,11.16,-0.04,0.03,-0.04
0.31,-0.03,10.55,-0.04,0.06,-0.04
0.49,-0.06,9.58,-0.03,0.07,-0.04
0.58,-0.05,8.71,-0.04,0.07,-0.04
0.68,-0.04,7.75,-0.04,0.04,-0.04
0.71,-0.1,7.44,-0.04,0.01,-0.04
0.68,-0.14,7.7,-0.05,-0.03,-0.04
0.6,-0.16,8.21,-0.06,-0.05,-0.04
0.5,-0.13,9.01,-0.07,-0.07,-0.04
0.45,-0.07,9.71,-0.07,-0.07,-0.04
0.31,-0.03,10.57,-0.06,-0.06,-0.04
0.24,-0.06,11.2,-0.05,-0.04,-0.04
0.23,-0.06,11.48,-0.05,-0.01,-0.04
0.24,-0.06,11.14,-0.04,0.03,-0.04
0.36,-0.04,10.36,-0.04,0.06,-0.04
0.47,-0.04,9.6,-0.03,0.07,-0.04
0.59,-0.06,8.54,-0.04,0.07,-0.04
0.67,-0.08,7.8,-0.04,0.04,-0.04
0.73,-0.08,7.48,-0.04,0,-0.04
0.68,-0.13,7.69,-0.05,-0.03,-0.04
0.57,-0.15,8.32,-0.06,-0.06,-0.04
0.46,-0.11,9.01,-0.07,-0.07,-0.04
0.4,-0.09,9.88,-0.07,-0.07,-0.04
0.35,-0.08,10.6,-0.06,-0.06,-0.04
0.25,-0.07,11.35,-0.05,-0.04,-0.04
0.21,-0.06,11.48,-0.05,-0.01,-0.04
0.25,-0.03,11.06,-0.04,0.03,-0.04
0.35,-0.04,10.35,-0.04,0.06,-0.04
0.47,-0.05,9.35,-0.03,0.07,-0.04
0.59,-0.06,8.5,-0.04,0.06,-0.04
0.72,-0.08,7.64,-0.04,0.04,-0.04
0.72,-0.07,7.44,-0.04,0,-0.04
0.67,-0.15,7.81,-0.05,-0.04,-0.04
